Theta,Phi,Psi,Px,Py,Pz,ActuatorLengths_1,ActuatorLengths_2,ActuatorLengths_3,ActuatorLengths_4,ActuatorLengths_5,ActuatorLengths_6
45,-45,15,1.5,-0.5,5.5,7.621092342,8.634361841,7.097146465,5.811671598,6.079648664,6.263047561
45,-45,15,1.5,-0.5,9.5,11.48668006,12.55065354,10.63949826,8.531910231,8.830112267,10.26292269
45,-45,15,1.5,1.5,-2.5,2.579844685,2.086322917,3.103908778,6.361125665,7.66851396,5.680341574
45,-45,15,1.5,1.5,1.5,4.33196319,4.260128252,2.704685101,4.626704913,6.548512714,5.103146075
45,-45,15,1.5,1.5,5.5,8.036337995,8.472862439,5.998280073,5.692321158,6.965884421,7.407515208
45,-45,15,1.5,1.5,9.5,11.91158081,12.28871903,10.02641877,8.779016907,9.22651467,10.38957533
45,-45,45,-2.5,-2.5,-2.5,5.960132038,8.404595446,8.232219116,6.301020807,5.112748426,3.991072261
45,-45,45,-2.5,-2.5,1.5,7.202345757,9.73250643,8.072483322,4.112522066,1.825365389,3.287826313
45,-45,45,-2.5,-2.5,5.5,9.76124257,11.8653595,9.514882433,5.467095403,3.519251777,5.982463502
45,-45,45,-2.5,-2.5,9.5,12.86011262,14.87091441,12.39920074,8.41388296,7.277013999,9.565118827
45,-45,45,-2.5,-0.5,-2.5,6.022582421,7.437503497,6.631235181,5.101641895,5.826197499,5.324907323
45,-45,45,-2.5,-0.5,1.5,7.182136038,8.51664339,6.308518578,2.335157605,3.093707514,4.82174962
45,-45,45,-2.5,-0.5,5.5,9.848866553,10.5035646,8.234985401,4.132468071,4.396039486,7.19120271
45,-45,45,-2.5,-0.5,9.5,13.04301293,14.29520644,11.46193643,7.797209373,7.586620059,10.11468526
45,-45,45,-2.5,1.5,-2.5,6.773569943,6.64868095,4.765692867,4.692573127,6.876895186,6.974861941
45,-45,45,-2.5,1.5,1.5,7.464837321,7.749670077,4.723758656,1.161555347,5.108227486,6.591165634
45,-45,45,-2.5,1.5,5.5,9.81788602,10.32350636,7.307014631,3.412126096,6.02242878,8.340980228
45,-45,45,-2.5,1.5,9.5,13.23443059,13.67948177,10.57552123,7.5639986,8.865155149,11.4114831
45,-45,45,-0.5,-2.5,-2.5,4.140078462,7.037650708,7.511439047,6.811043573,5.810673549,3.45087877
45,-45,45,-0.5,-2.5,1.5,5.501292606,8.037769284,7.373468062,5.063754116,3.651935032,2.540990641
45,-45,45,-0.5,-2.5,5.5,9.017643698,10.8068366,9.152592438,6.039404484,4.821735758,5.874915217
45,-45,45,-0.5,-2.5,9.5,12.47176362,13.71577221,12.28818588,8.99761523,8.038301988,9.510787308
45,-45,45,-0.5,-0.5,-2.5,4.125424214,5.811659261,5.694763616,5.919515841,6.546486966,5.124936391
45,-45,45,-0.5,-0.5,1.5,5.555815315,6.993641179,5.690821066,3.711641555,4.503257779,4.318625067
45,-45,45,-0.5,-0.5,5.5,8.857583678,9.747834384,7.758214125,4.94368427,5.497451162,6.745522315
45,-45,45,-0.5,-0.5,9.5,12.09747259,13.14044712,10.93299774,8.175282505,8.209427261,10.22965211
45,-45,45,-0.5,1.5,-2.5,4.985504341,4.711596061,3.996855174,5.626344633,7.446533205,6.832468964
45,-45,45,-0.5,1.5,1.5,6.19103439,6.021514451,3.770267064,3.016415258,5.98563049,6.384928166
45,-45,45,-0.5,1.5,5.5,9.097293725,9.047417298,6.583465198,4.480836522,6.669342817,8.300399614
45,-45,45,-0.5,1.5,9.5,12.81126002,12.69187978,9.972991408,7.867539406,9.278906336,10.94804159
45,-45,45,1.5,-2.5,-2.5,2.267710965,6.364939942,7.823152484,7.919759042,7.565280427,4.064225829
45,-45,45,1.5,-2.5,1.5,4.306337791,7.380305251,7.41670003,6.454215212,5.626957024,3.273024904
45,-45,45,1.5,-2.5,5.5,7.60219081,9.874897843,9.478545733,7.318517499,6.366972395,6.085334013
45,-45,45,1.5,-2.5,9.5,12.06787898,13.17666766,12.23796869,9.463323442,9.040280656,9.736049301
45,-45,45,1.5,-0.5,-2.5,2.315531574,4.394797775,5.815822341,7.209282494,7.705554472,5.413805291
45,-45,45,1.5,-0.5,1.5,4.25950883,5.871378384,5.532573515,5.361051298,6.03819372,4.769149952
45,-45,45,1.5,-0.5,5.5,7.81946163,9.023628006,8.016019025,6.325925407,6.96995046,7.070824468
45,-45,45,1.5,-0.5,9.5,12.10086094,12.66468441,11.06937743,9.111785721,9.199180106,10.70877467
45,-45,45,1.5,1.5,-2.5,3.539159548,2.993388105,4.027230247,6.816924859,8.487316642,7.14889622
45,-45,45,1.5,1.5,1.5,5.106503653,4.867569559,3.874598967,5.095111926,7.468879294,6.770766927
45,-45,45,1.5,1.5,5.5,8.354276632,8.375593811,6.789004639,5.992570452,7.854166123,8.303504352
45,-45,45,1.5,1.5,9.5,12.25242282,12.45156204,10.19785119,8.838634687,10.30847217,11.64003703
45,-15,-45,-2.5,-2.5,-2.5,7.421950568,6.760554049,4.312022392,3.355446375,5.219548106,6.282764059
45,-15,-45,-2.5,-2.5,1.5,7.237619676,7.978626727,5.161853549,0.97612012,2.408717012,4.899065447
45,-15,-45,-2.5,-2.5,5.5,9.568483732,10.17053634,8.018710205,4.865677697,4.13632226,6.445019876
45,-15,-45,-2.5,-2.5,9.5,12.56672866,13.40666783,11.50554543,8.717944966,7.53367822,9.834613436
45,-15,-45,-2.5,-0.5,-2.5,6.312052443,5.129476258,2.439918913,3.710593373,5.987210201,6.367680891
45,-15,-45,-2.5,-0.5,1.5,6.517128209,6.504055721,3.664070554,1.772164589,3.874958173,5.078331105
45,-15,-45,-2.5,-0.5,5.5,8.630120211,9.15033589,7.125983419,4.921001734,5.045839052,6.359981003
45,-15,-45,-2.5,-0.5,9.5,11.88324662,12.44129907,11.05104637,8.735407398,8.275322132,9.725426865
45,-15,-45,-2.5,1.5,-2.5,5.582452236,3.710188632,1.114265308,4.813957669,7.251990131,6.929569715
45,-15,-45,-2.5,1.5,1.5,5.907339068,5.322857031,2.89891423,3.61964763,5.652757451,5.922697088
45,-15,-45,-2.5,1.5,5.5,8.084476868,8.502723267,7.116770415,5.931109196,6.525013975,7.35490854
45,-15,-45,-2.5,1.5,9.5,11.41173182,12.42246867,10.83203105,9.467613158,9.313619301,9.978838383
45,-15,-45,-0.5,-2.5,-2.5,5.901128474,6.377835579,4.722020118,4.123979233,4.867485321,5.016424658
45,-15,-45,-0.5,-2.5,1.5,6.121531416,7.170260531,5.468068323,2.651696448,1.37357482,3.080733922
45,-15,-45,-0.5,-2.5,5.5,8.68510111,9.908847496,8.326314251,5.330823991,3.498311642,5.054561863
45,-15,-45,-0.5,-2.5,9.5,11.51506203,13.21902512,12.17289042,9.107868194,7.639722938,8.539403434
45,-15,-45,-0.5,-0.5,-2.5,4.58507302,4.478100096,3.045165863,4.28007638,5.854757463,5.092871149
45,-15,-45,-0.5,-0.5,1.5,4.8758894,5.684445906,4.174755979,3.020729204,3.328125357,3.240606649
45,-15,-45,-0.5,-0.5,5.5,7.765605199,8.841212242,7.307733257,5.669017029,4.559612381,4.973397809
45,-15,-45,-0.5,-0.5,9.5,11.20664991,12.47471018,11.15797085,9.215620801,8.197473657,8.758421042
45,-15,-45,-0.5,1.5,-2.5,3.877632824,2.467002757,2.179971308,5.282049372,6.874100522,5.701889067
45,-15,-45,-0.5,1.5,1.5,4.323909469,4.442659923,3.538238538,4.352287092,5.197142107,4.381526834
45,-15,-45,-0.5,1.5,5.5,7.232648294,7.984845251,6.942099261,6.619105898,6.403725336,5.86074131
45,-15,-45,-0.5,1.5,9.5,11.08005648,11.8566235,10.94465931,9.56314158,8.935661889,9.218797549
45,-15,-45,1.5,-2.5,-2.5,4.954984629,6.318359196,5.69353272,5.529372654,5.139604668,4.168546935
45,-15,-45,1.5,-2.5,1.5,5.227796858,7.257658377,6.467025702,4.51619399,2.4212565,1.220624553
45,-15,-45,1.5,-2.5,5.5,7.834454324,10.10694952,9.024874816,6.380152329,4.148543861,4.29024597
45,-15,-45,1.5,-2.5,9.5,11.47129504,13.28778019,11.82922792,9.629567252,7.910464081,8.183797564
45,-15,-45,1.5,-0.5,-2.5,3.367295446,4.366214168,4.676948876,5.67029333,6.043692421,4.077742994
45,-15,-45,1.5,-0.5,1.5,3.670548636,5.614801684,5.360139531,4.920334641,3.892470602,1.481500524
45,-15,-45,1.5,-0.5,5.5,6.734163087,8.688184388,8.429236996,6.730513918,4.963339164,4.475928421
45,-15,-45,1.5,-0.5,9.5,10.53620767,12.43419257,11.64069071,9.913045193,8.166997382,8.149120188
45,-15,-45,1.5,1.5,-2.5,2.290208588,2.535553996,3.959345251,6.680250127,7.22622059,5.149302204
45,-15,-45,1.5,1.5,1.5,2.802305809,4.287583561,4.945989034,5.714125987,5.536365618,3.306486261
45,-15,-45,1.5,1.5,5.5,6.455422492,8.079808395,7.98813025,7.359547639,6.595086377,5.304777648
45,-15,-45,1.5,1.5,9.5,10.61359386,12.19573066,11.48335861,10.36864561,9.391048581,9.057526693
45,-15,-15,-2.5,-2.5,-2.5,6.098343882,6.413233118,4.908586609,3.826500859,4.791277345,5.305396742
45,-15,-15,-2.5,-2.5,1.5,6.070543924,7.54964854,5.453088161,1.900489527,1.594741463,3.66548149
45,-15,-15,-2.5,-2.5,5.5,8.432385346,9.81757549,8.326700437,5.018766749,3.566283213,5.372774177
45,-15,-15,-2.5,-2.5,9.5,11.79866523,13.45954463,11.98829932,8.902345924,7.40082445,8.648394338
45,-15,-15,-2.5,-0.5,-2.5,5.07382961,4.838209232,3.098231131,3.312929257,5.41151803,5.608065094
45,-15,-15,-2.5,-0.5,1.5,5.401116575,5.956969098,4.150026272,0.807002928,2.76473431,3.890252687
45,-15,-15,-2.5,-0.5,5.5,8.022547002,8.813901548,7.546655466,4.679188404,4.23353889,5.56485117
45,-15,-15,-2.5,-0.5,9.5,11.20478368,12.37341163,11.08973879,8.896949121,7.790061534,8.852329619
45,-15,-15,-2.5,1.5,-2.5,5.158623534,3.86600722,1.871793009,3.946542124,6.571783664,6.316794985
45,-15,-15,-2.5,1.5,1.5,5.20356215,5.231419178,3.221781562,2.401477116,4.648106447,4.901721897
45,-15,-15,-2.5,1.5,5.5,7.811448582,8.348048758,7.182631176,5.377427385,5.565289765,6.621891996
45,-15,-15,-2.5,1.5,9.5,11.42313564,12.34352279,11.15079695,9.122200607,8.654838104,9.447929902
45,-15,-15,-0.5,-2.5,-2.5,4.677019929,5.454394225,4.723630704,4.060717971,4.786978125,4.315443588
45,-15,-15,-0.5,-2.5,1.5,4.903007565,6.795691274,5.300994905,2.56073919,0.935658477,1.662311721
45,-15,-15,-0.5,-2.5,5.5,7.589423093,9.405290466,8.109739763,5.245265152,3.347138931,4.375400285
45,-15,-15,-0.5,-2.5,9.5,11.08653542,12.95358513,11.62405455,8.823866623,7.237140356,8.368613568
45,-15,-15,-0.5,-0.5,-2.5,3.488611792,3.595369341,2.873430337,3.671996639,5.153541776,4.508992355
45,-15,-15,-0.5,-0.5,1.5,3.659934152,5.063822883,3.880198468,1.793006963,2.43726377,2.197323294
45,-15,-15,-0.5,-0.5,5.5,6.739117205,8.368689652,7.375875882,4.999658681,4.248849726,4.67234523
45,-15,-15,-0.5,-0.5,9.5,10.53879474,12.36849017,11.31368908,8.750237219,7.697564485,8.252442406
45,-15,-15,-0.5,1.5,-2.5,3.269747606,2.070216225,1.438335996,4.371616582,6.248321436,5.37767388
45,-15,-15,-0.5,1.5,1.5,3.567578582,4.222964554,3.097039139,2.881734248,4.384002649,3.80540742
45,-15,-15,-0.5,1.5,5.5,7.011567917,8.010707415,7.037452578,5.56844162,5.289298162,5.779605063
45,-15,-15,-0.5,1.5,9.5,10.63952487,11.72011592,10.83358168,9.333971443,8.798413398,9.157788917
45,-15,-15,1.5,-2.5,-2.5,3.857837364,5.285949182,5.235094554,5.209029109,5.243443879,3.857303645
45,-15,-15,1.5,-2.5,1.5,4.003891381,6.300266279,5.904883105,4.149408843,2.690457759,0.588443083
45,-15,-15,1.5,-2.5,5.5,7.07083114,9.325523243,8.610291067,6.323556667,4.167925407,4.186522449
45,-15,-15,1.5,-2.5,9.5,11.07116567,13.17702903,11.98264866,9.716709291,7.657978314,8.198311983
45,-15,-15,1.5,-0.5,-2.5,2.179059653,3.254238515,3.766017043,4.797859044,5.857427919,4.209249903
45,-15,-15,1.5,-0.5,1.5,2.734301676,4.977968857,4.710844739,3.717136689,3.57838599,1.6073028
45,-15,-15,1.5,-0.5,5.5,6.367389524,8.514981434,7.894949635,5.987176851,4.832635567,4.387693139
45,-15,-15,1.5,-0.5,9.5,10.22944506,12.17215333,11.43279985,9.417836094,8.163073434,8.204986135
45,-15,-15,1.5,1.5,-2.5,1.995169545,1.452129624,2.788237569,5.361573485,6.708732866,5.461975572
45,-15,-15,1.5,1.5,1.5,2.486540381,4.018049226,3.947260325,4.395774067,4.967387852,3.515900098
45,-15,-15,1.5,1.5,5.5,6.352345478,7.703752183,7.642320179,6.286662177,6.170660228,5.490729445
45,-15,-15,1.5,1.5,9.5,10.26894704,11.54072401,11.07049885,9.629471896,8.69197754,9.093001002
45,-15,15,-2.5,-2.5,-2.5,5.231973641,6.480740331,6.128104502,4.626165345,4.581832337,4.707562675
45,-15,15,-2.5,-2.5,1.5,5.530856379,7.715758708,6.640945262,3.394336545,0.81046221,2.706535036
45,-15,15,-2.5,-2.5,5.5,8.057673025,9.709590147,9.183732546,5.681734354,3.312639935,5.02970334
45,-15,15,-2.5,-2.5,9.5,11.49145042,13.23557885,12.3656425,9.090333989,7.225504973,8.753111799
45,-15,15,-2.5,-0.5,-2.5,5.180788875,5.410128089,4.341213079,3.539675832,4.975592717,5.297118576
45,-15,15,-2.5,-0.5,1.5,5.315263314,6.683667999,5.162487859,1.499096277,1.954044754,3.676773835
45,-15,15,-2.5,-0.5,5.5,7.801425197,9.541603811,8.032740268,4.897196744,3.860342028,5.487587329
45,-15,15,-2.5,-0.5,9.5,11.12857123,12.77659796,11.54736989,8.737825819,7.680289167,8.897448573
45,-15,15,-2.5,1.5,-2.5,5.564408893,4.513385007,3.012236017,3.304559561,6.03399403,6.425029704
45,-15,15,-2.5,1.5,1.5,5.717650609,5.966158792,3.995453385,1.087154891,3.944426391,5.335398713
45,-15,15,-2.5,1.5,5.5,8.164474232,8.69374841,7.379701022,4.633030115,5.049688016,6.78895358
45,-15,15,-2.5,1.5,9.5,11.61343069,13.04643601,11.20548021,8.8641302,8.29263076,9.527327471
45,-15,15,-0.5,-2.5,-2.5,3.65269541,5.390387699,5.586895071,4.869010961,4.896494842,4.157007053
45,-15,15,-0.5,-2.5,1.5,3.907327005,6.475684427,6.192230473,3.738805749,1.715875328,0.856410249
45,-15,15,-0.5,-2.5,5.5,6.764919209,9.379169747,9.000042516,5.739933652,3.725947143,4.291474912
45,-15,15,-0.5,-2.5,9.5,10.7998972,12.44534776,12.22972222,9.552403839,7.602690423,8.256200232
45,-15,15,-0.5,-0.5,-2.5,3.25304457,3.866146713,3.664393495,3.96475379,5.076704757,4.701806587
45,-15,15,-0.5,-0.5,1.5,3.560472111,5.359553879,4.515468234,2.238196639,2.514292392,2.65880045
45,-15,15,-0.5,-0.5,5.5,6.923618336,8.539818206,7.679408373,5.260584092,4.133673045,4.976094814
45,-15,15,-0.5,-0.5,9.5,10.54804223,12.27118486,11.65620545,8.815995263,7.782830168,8.599454296
45,-15,15,-0.5,1.5,-2.5,4.016446539,2.768812417,1.982960444,3.696425726,6.04078182,5.888782006
45,-15,15,-0.5,1.5,1.5,4.238656707,4.486521635,3.236027061,1.988559263,4.14778645,4.499005293
45,-15,15,-0.5,1.5,5.5,7.196851031,7.963828739,6.968885647,5.15256976,5.240752944,6.100793777
45,-15,15,-0.5,1.5,9.5,11.13261387,12.16703686,11.08141652,8.965776435,8.278809724,9.222064454
45,-15,15,1.5,-2.5,-2.5,2.587730867,4.850013947,5.850839673,6.119800427,5.797182051,4.099924335
45,-15,15,1.5,-2.5,1.5,2.931322114,5.823274495,6.533248463,5.065991935,3.634418237,1.420040971
45,-15,15,1.5,-2.5,5.5,6.417558979,9.1914376,8.906355465,6.955608984,4.773593261,4.398982614
45,-15,15,1.5,-2.5,9.5,10.28016502,12.51218111,12.19478671,10.22707482,8.255606968,8.267959285
45,-15,15,1.5,-0.5,-2.5,1.917638453,2.82827199,3.963012844,5.135568364,6.129293703,4.84334065
45,-15,15,1.5,-0.5,1.5,2.358069087,4.698364299,4.912243278,3.885244059,4.020766946,2.941576894
45,-15,15,1.5,-0.5,5.5,6.31067502,8.453162804,7.935671249,6.104378297,5.074636414,5.024102235
45,-15,15,1.5,-0.5,9.5,10.40595332,12.38453082,11.41585119,9.524743908,8.352621267,8.658227558
45,-15,15,1.5,1.5,-2.5,2.940595021,1.04802334,2.565563577,4.95283003,7.258579589,6.077176514
45,-15,15,1.5,1.5,1.5,3.29978928,3.882097228,3.772443856,3.780233653,5.219996782,4.685260184
45,-15,15,1.5,1.5,5.5,6.688734453,7.703392307,7.099380556,6.085635145,6.216001496,6.259664828
45,-15,15,1.5,1.5,9.5,10.46486562,11.63668416,10.71117683,9.319853869,8.852497065,9.42313154
45,-15,45,-2.5,-2.5,-2.5,5.756034884,7.367463189,7.543462205,5.647912304,4.772147906,4.911926918
45,-15,45,-2.5,-2.5,1.5,5.933734076,8.352883541,7.935146733,4.710771659,0.905364538,3.034460948
45,-15,45,-2.5,-2.5,5.5,8.304458846,10.73792253,9.958431649,6.660808311,3.26005488,5.03806758
45,-15,45,-2.5,-2.5,9.5,12.06130635,14.19982483,13.17121997,9.683094963,7.292739105,8.555154607
45,-15,45,-2.5,-0.5,-2.5,5.978472033,6.471560305,5.665614963,4.171975135,5.037362972,6.101581963
45,-15,45,-2.5,-0.5,1.5,6.078485037,7.316845296,6.166902793,2.720812415,2.008808681,4.577278046
45,-15,45,-2.5,-0.5,5.5,8.324053079,10.42938495,8.892656035,5.313471236,3.847938474,6.257704202
45,-15,45,-2.5,-0.5,9.5,11.73840412,12.90576397,12.39173967,9.069393118,7.470652377,9.515588499
45,-15,45,-2.5,1.5,-2.5,6.75105932,5.582695348,4.196298333,3.414662942,5.93993238,7.464228901
45,-15,45,-2.5,1.5,1.5,6.98107522,6.66777067,4.908216447,1.012019742,3.933025006,6.231012496
45,-15,45,-2.5,1.5,5.5,9.241710949,9.610999814,7.922956596,4.792629462,5.247489839,7.528394088
45,-15,45,-2.5,1.5,9.5,12.0220744,13.05660158,11.74830992,8.696394418,8.127469198,10.00259843
45,-15,45,-0.5,-2.5,-2.5,3.810413475,6.204895759,7.128012249,5.999150894,5.329413154,4.35811415
45,-15,45,-0.5,-2.5,1.5,4.112850832,7.103297266,7.411250301,5.120990297,2.654956183,1.945177522
45,-15,45,-0.5,-2.5,5.5,7.125133148,9.695015745,9.758860974,6.887067443,4.20195289,4.59026625
45,-15,45,-0.5,-2.5,9.5,11.02946433,13.12766355,12.95072199,10.00819912,7.727008973,8.281801846
45,-15,45,-0.5,-0.5,-2.5,4.193116628,4.588859261,5.156814725,4.738703131,5.681176785,5.451137444
45,-15,45,-0.5,-0.5,1.5,4.416795758,5.8884581,5.513531886,3.596966229,3.22589464,4.036503914
45,-15,45,-0.5,-0.5,5.5,7.456003069,8.910507479,8.390797531,5.879205725,4.638992868,5.769711095
45,-15,45,-0.5,-0.5,9.5,10.93406448,12.71083472,11.89386026,9.594227438,7.943551919,8.838736025
45,-15,45,-0.5,1.5,-2.5,5.341357521,3.780992805,3.140833622,4.087840857,6.733648203,7.030458131
45,-15,45,-0.5,1.5,1.5,5.466330412,5.312513643,4.140948042,2.572231471,4.671418363,6.016635368
45,-15,45,-0.5,1.5,5.5,7.899903966,8.674566574,7.4781686,5.263462204,5.635050342,7.302924901
45,-15,45,-0.5,1.5,9.5,11.4697751,12.29317303,11.00438491,9.258643577,8.66538206,10.10259742
45,-15,45,1.5,-2.5,-2.5,2.349072588,5.015546411,7.159487574,6.999618972,6.349112095,4.729568259
45,-15,45,1.5,-2.5,1.5,2.740446002,6.327077936,7.463884102,6.443126941,4.599524452,2.539594871
45,-15,45,1.5,-2.5,5.5,6.364793915,9.264305086,10.28055906,8.035621257,5.64941849,4.803600537
45,-15,45,1.5,-2.5,9.5,10.12549636,12.7537426,13.18231403,11.00657893,8.575307971,8.547109124
45,-15,45,1.5,-0.5,-2.5,2.748081132,3.28782866,5.131869689,6.012915238,6.811951557,5.704851173
45,-15,45,1.5,-0.5,1.5,3.090214308,4.951843094,5.905308262,5.175180283,5.035318598,4.320550182
45,-15,45,1.5,-0.5,5.5,6.561095865,8.381738742,8.624000251,6.944431169,5.959182566,5.899237368
45,-15,45,1.5,-0.5,9.5,10.36121268,12.40906741,12.01092066,9.990801636,8.811786267,9.372924867
45,-15,45,1.5,1.5,-2.5,4.078702136,1.864993964,3.424186013,5.62305958,7.426572145,7.467187657
45,-15,45,1.5,1.5,1.5,4.436397636,4.108822604,4.255569301,4.539004264,5.900576045,6.084929791
45,-15,45,1.5,1.5,5.5,7.256415948,7.839560896,7.631149999,6.51992071,6.976458689,7.38822144
45,-15,45,1.5,1.5,9.5,10.46994274,11.70671943,11.55462434,9.980421306,9.793033447,10.03802655
45,15,-45,-2.5,-2.5,-2.5,7.993930155,7.383965801,4.95043205,1.847453045,5.111646737,7.32459921
45,15,-45,-2.5,-2.5,1.5,7.084221729,7.519433905,5.976537485,2.303191494,3.239863277,5.419835034
45,15,-45,-2.5,-2.5,5.5,8.57714167,10.18192794,8.85950024,6.296134539,5.206660002,6.478472533
45,15,-45,-2.5,-2.5,9.5,11.39766181,13.04605629,12.52234256,10.10725867,8.760903846,9.283094207
45,15,-45,-2.5,-0.5,-2.5,6.863835047,5.568557431,2.962869051,2.401271431,6.049330896,7.535470967
45,15,-45,-2.5,-0.5,1.5,6.107023553,6.148512628,4.703295035,2.742635359,4.764303866,5.894726301
45,15,-45,-2.5,-0.5,5.5,7.627123698,9.049734208,8.184620777,6.513382813,5.998558393,6.88367636
45,15,-45,-2.5,-0.5,9.5,10.88100235,11.92786843,11.97495312,10.27368479,9.069868956,9.205445311
45,15,-45,-2.5,1.5,-2.5,6.378851187,3.884615061,1.106687585,3.948438307,7.500750957,8.459169069
45,15,-45,-2.5,1.5,1.5,5.458931295,4.645066037,3.839844348,4.279925245,6.461721264,6.8348194
45,15,-45,-2.5,1.5,5.5,7.151539789,7.986591885,7.759861291,7.315095889,7.805523863,7.664893291
45,15,-45,-2.5,1.5,9.5,9.945312556,11.71116432,11.60398474,10.89915618,10.40346718,9.718685113
45,15,-45,-0.5,-2.5,-2.5,6.749817184,7.025551969,5.576232693,3.022999737,4.410390175,5.896166135
45,15,-45,-0.5,-2.5,1.5,5.729543072,7.6121731,6.602179639,3.31384251,2.025799271,3.627140547
45,15,-45,-0.5,-2.5,5.5,7.334523014,9.659097255,9.608675108,6.769011874,4.491030414,4.892601035
45,15,-45,-0.5,-2.5,9.5,10.52926285,12.85055617,12.79076359,10.19670172,8.190917173,8.177263353
45,15,-45,-0.5,-0.5,-2.5,5.235590216,4.988423059,3.84125392,3.33448191,5.452465915,6.265391074
45,15,-45,-0.5,-0.5,1.5,4.228153429,5.758842277,5.294621666,3.66964431,3.990523013,4.141282332
45,15,-45,-0.5,-0.5,5.5,6.713189364,8.25671093,8.692700066,7.040021249,5.766243601,5.268838909
45,15,-45,-0.5,-0.5,9.5,9.822433819,11.3861507,12.44682604,10.74442781,9.164032498,8.336009604
45,15,-45,-0.5,1.5,-2.5,4.795266324,3.113311321,2.696198959,4.770477766,6.846691898,7.043952508
45,15,-45,-0.5,1.5,1.5,3.523938887,4.150529666,4.5819071,4.700465041,6.065820043,5.247686342
45,15,-45,-0.5,1.5,5.5,5.73421353,7.38030036,8.220984725,7.570780526,6.881022676,6.390758581
45,15,-45,-0.5,1.5,9.5,9.344587424,11.45510004,12.19755784,11.23059583,10.06509336,9.250712517
45,15,-45,1.5,-2.5,-2.5,5.652362231,7.097162237,6.551610161,4.756595276,4.413314117,5.044395747
45,15,-45,1.5,-2.5,1.5,4.843088652,7.722380123,7.700528714,5.160662464,2.295759667,1.708347949
45,15,-45,1.5,-2.5,5.5,6.591470536,9.973397613,10.19932357,7.743605661,4.739644296,3.690561744
45,15,-45,1.5,-2.5,9.5,9.659647384,13.03393027,13.80308957,10.98675472,8.580601647,7.686104954
45,15,-45,1.5,-0.5,-2.5,4.335878542,5.28208012,5.450877093,5.110040377,5.764240631,5.277355689
45,15,-45,1.5,-0.5,1.5,3.027843794,5.863836766,6.559497333,5.07958105,4.153800962,2.633023742
45,15,-45,1.5,-0.5,5.5,5.664443675,8.394537316,9.587141671,7.631160608,5.942372032,4.142384233
45,15,-45,1.5,-0.5,9.5,8.974623079,11.82909011,12.90211363,11.48667548,8.98088836,7.589496994
45,15,-45,1.5,1.5,-2.5,3.584897511,3.558635805,4.769293513,5.955637874,7.357939015,6.240743322
45,15,-45,1.5,1.5,1.5,1.729653749,4.340448868,5.976397586,6.154932001,5.997392332,4.193802803
45,15,-45,1.5,1.5,5.5,5.02657686,7.766520531,8.807358698,8.397381918,7.477439842,5.392315292
45,15,-45,1.5,1.5,9.5,9.159950361,11.31862706,12.53237385,11.70787642,10.08961374,8.59989497
45,15,-15,-2.5,-2.5,-2.5,6.701359095,6.686944864,4.946380442,2.387005663,4.516575633,6.536874434
45,15,-15,-2.5,-2.5,1.5,5.692675758,6.765831082,6.049494844,2.865464785,2.329219868,4.589437593
45,15,-15,-2.5,-2.5,5.5,7.292875485,9.285922777,8.677022917,6.538344961,4.748318981,5.668382117
45,15,-15,-2.5,-2.5,9.5,10.33626028,12.28066882,12.58746492,10.46817665,8.334980358,8.470534243
45,15,-15,-2.5,-0.5,-2.5,5.821696047,4.449828428,2.774623647,1.711524551,5.230998201,6.769472261
45,15,-15,-2.5,-0.5,1.5,4.922676829,5.582768116,4.670796089,2.334059229,3.450669863,4.792307487
45,15,-15,-2.5,-0.5,5.5,6.928330526,8.353973504,8.234344236,6.075026505,5.43672086,5.94576516
45,15,-15,-2.5,-0.5,9.5,10.34315256,11.77022837,11.86562609,10.12302081,8.775889324,8.748008531
45,15,-15,-2.5,1.5,-2.5,5.882791959,3.404003323,0.967550674,2.840975756,6.402777889,7.310665889
45,15,-15,-2.5,1.5,1.5,4.829163852,4.189476131,3.740079109,3.278003633,5.174626932,5.883946377
45,15,-15,-2.5,1.5,5.5,6.803190938,7.499441606,7.639122846,6.67252161,6.454535661,6.749230347
45,15,-15,-2.5,1.5,9.5,9.852300874,11.26173433,11.67607305,10.87033064,9.715908431,9.350030041
45,15,-15,-0.5,-2.5,-2.5,5.431096888,5.781505869,5.134639871,2.990171517,3.851549069,5.365976303
45,15,-15,-0.5,-2.5,1.5,4.313376404,6.189608211,6.427301028,3.318096071,0.66581321,2.583276563
45,15,-15,-0.5,-2.5,5.5,6.486593851,8.831833717,9.092163591,6.82970575,4.147985087,4.314699874
45,15,-15,-0.5,-2.5,9.5,9.989685663,12.26393868,13.23160413,10.45704075,8.025879278,7.600221333
45,15,-15,-0.5,-0.5,-2.5,4.334833045,3.809721777,3.192144338,2.465281021,4.685969517,5.546425524
45,15,-15,-0.5,-0.5,1.5,3.040154663,4.560239838,4.878409872,2.841365678,2.613511648,3.020612775
45,15,-15,-0.5,-0.5,5.5,5.753187948,7.631994618,8.417350932,6.306220341,4.90682216,4.470851703
45,15,-15,-0.5,-0.5,9.5,9.576840473,11.47791841,12.11295996,10.28126634,8.458438201,7.974102688
45,15,-15,-0.5,1.5,-2.5,4.31365472,2.018360248,1.726150479,3.241031023,6.03908582,6.576252453
45,15,-15,-0.5,1.5,1.5,2.854342654,3.441229211,4.053621881,3.713058673,4.514282058,4.742291908
